ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
BP	GO:0044409	entry into host	133	0.375301818420755	1.53200923923027	0.0033586278749605	0.0110758387421993	0.00606642116171094	2353	tags=23%, list=15%, signal=19%	ANPEP/TMPRSS4/TRIM58/CXCR4/SLC10A1/CLEC5A/CCR5/CD4/TRIM22/VAMP8/CD80/ITGB7/PTX3/CD209/EFNB2/CD86/CTSL/CXCL8/CR1/TPCN1/F11R/ICAM1/HSPA1B/SLAMF1/TNFRSF4/IFITM1/CIITA/FCN1/CDK1/PLSCR1
BP	GO:0031667	response to nutrient levels	374	0.296634114167564	1.35927991273286	0.00347039378194795	0.0114184611737108	0.00625408116808856	3290	tags=26%, list=20%, signal=21%	TNFRSF11B/HAMP/GDF3/UCP2/CYBB/FOS/SLC10A1/PTGS2/ZFP36/PCK1/SLC7A5/SORL1/NQO1/LRRK2/NFKBIZ/SLC2A1/ATF3/IL1A/TGFBR2/ZC3H12A/MAPK14/FBP1/SLC8A1/SNAI2/CYP1A1/SOD2/SLC16A1/CTSK/GLUL/ADRB1/A2M/GDF15/INHBB/ARG1/GPX1/ACSL1/UPP1/SCTR/TSSK6/CBS/RALB/PIK3C2B/KYNU/CYP27B1/TSPO/STC1/BCL2/ALAD/SPP1/ADSL/FAS/STAT1/AGL/OXT/SSTR3/PLIN2/ACE/NOD2/PEX2/CAT/APPL2/GHR/ADRB2/STK26/ACAT1/DAD1/PIM1/EIF2S1/SUV39H1/CD68/VPS41/HSF1/BCL10/BNIP3/SESN3/FOLR2/MN1/VCAM1/BECN1/SIRT1/PRKAG2/PPARA/PIK3C3/PRKAG1/SOD1/RASAL2/SLC39A4/TFRC/PRKAA1/TBL2/RXRA/ATG5/ERCC1/SSTR2/HMOX1/DCPS/BAX
BP	GO:0015849	organic acid transport	248	0.320778637470787	1.40181462080193	0.0034826207260237	0.0114327662295484	0.00626191628518193	2000	tags=23%, list=12%, signal=20%	IL1B/UCP2/AQP9/SLC10A1/PTGS2/SLC16A12/SLC7A5/PLA2G2A/EMB/ABCB1/CLN3/PTGES/SYK/SLC38A8/SLC2A1/SLC22A2/RGS2/IL1A/SLCO4A1/SLCO2B1/PER2/SLC38A5/MAP2K6/SLC11A1/SLC16A1/SLC7A7/SLC7A4/SLC7A6/ACSL5/SLC19A2/ARG1/KMO/NPY5R/FABP5/SLC43A3/ADORA2A/SLC16A6/ACSL1/PLA2G4A/LRRC8E/ABCD2/ABAT/RBP7/SLC7A5P1/FIS1/SFXN2/OXT/PLIN2/ACE/SLC43A2/XK/SLC25A13/SLC19A1/NOS2/SLC25A32/SLC25A17/SLC43A1
BP	GO:0003013	circulatory system process	455	0.282616018333676	1.31876418586715	0.00352736904815233	0.0115535270629098	0.00632805900286327	1886	tags=20%, list=12%, signal=18%	NTS/UTS2/REN/HBB/FLI1/CXCR4/C3AR1/ID2/KCNJ5/PTGS2/SLC16A12/EDNRB/MMP2/HBEGF/SLC7A5/PIK3CG/IER3/PTAFR/CXCR2/HRH2/TRDN/ABCB1/OLR1/ACVRL1/SLC2A1/MIR21/SLC22A2/RGS2/PDE4D/ZC3H12A/SLCO2B1/GRIP2/PER2/SGK1/SLC38A5/GSTO1/KLF2/SLC8A1/AGTRAP/GJA5/MAP2K6/SOD2/NPY1R/ATP1A4/TGFB2/SLC16A1/PTPRO/PDE4B/CD34/TBXAS1/FGF12/ADRB1/SVEP1/TNNI3/P2RY2/FABP5/GPX1/ADORA2A/DLL4/POPDC2/MYL4/CLDN5/CALM2/SCN1B/PTPRJ/CBS/ADA/SLC15A2/SLC5A1/EMILIN2/SLC2A3/ABAT/PTGS1/STC1/TREX1/C2CD4B/CHRM2/ADRA2A/STAT1/OXT/CD38/PLVAP/ACE/NPPB/KCNJ2/OXTR/F2RL1/CTSZ/ADRB2/SLC19A1/PDGFB/NOS2
BP	GO:0031400	negative regulation of protein modification process	426	0.287577184380476	1.33667427933007	0.0036538879368757	0.0119409716135285	0.00654026882963763	2386	tags=19%, list=15%, signal=16%	SOCS3/IL1B/NLRP12/NOG/DUSP6/PKIB/TRIB1/TNFAIP3/PTPRC/CEBPA/CD300A/SORL1/INSM1/DKK1/LRRK2/CHORDC1/SOCS1/CDKN2A/SPRY4/SAMSN1/NCKAP1L/RGS2/LGALS3/PDE4D/ZC3H12A/PER2/SLC8A1/CNKSR3/SPRY2/PTPRO/LYN/PYCARD/PBK/PPP1R16B/ADORA2A/SPRY1/PPP1R15B/EPHA1/PID1/UCHL1/UBASH3B/CALM2/PTPRJ/PDCD4/IRAK3/TSPO/PTPN22/ENG/SMAD6/GADD45B/HSPA1B/GTPBP4/GSKIP/NPM1/PINX1/PMEPA1/DUSP7/RASSF2/ARRB2/FOXP3/MAD2L1/PHF1/DNAJA1/PLPP3/ERRFI1/PTPN6/CD109/DMTN/GSTP1/TAF7/PPP1R8/DUSP1/DDIT4/KLF15/FBXO5/VPS25/DBI/DEPTOR/TSG101
CC	GO:0070382	exocytic vesicle	174	-0.355047033934228	-1.49664075471647	0.00370355475986678	0.012072442938198	0.00661227786161231	2603	tags=26%, list=16%, signal=22%	SNCA/KIF1B/SYTL4/STX16/RAB40C/SYP/SYN3/RAB40B/ROGDI/SYNPR/ICA1/SYTL2/IGF1/CBARP/GABBR1/BSN/RNF112/BRSK1/PRRT2/RAB27B/MTMR2/ZNRF1/DGKI/SYN1/DLG4/SNAP91/SNAP25/RAB40A/SYPL2/SYT2/PTPRS/HAP1/RAB13/WFS1/SLC6A9/SYT5/RAB3A/UNC13A/SYT12/DOC2A/GRIA1/SYT7/OTOF/SLC40A1/FER1L5/SV2C
MF	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	334	0.302203046144935	1.36397152864923	0.00371075778803329	0.012072442938198	0.00661227786161231	2815	tags=22%, list=17%, signal=18%	OSR2/EGR2/LEF1/NR4A3/GRHL3/GATA3/FLI1/FOS/JUNB/NR4A2/CEBPA/HOXB2/TBX21/NR4A1/TFEC/SPI1/IKZF3/ATF3/BATF/BCL11B/SPIB/MYB/KLF4/MAFB/KLF7/WT1/CEBPD/ATF6B/CSRNP1/ZNF597/FOSB/GATA2/MYCN/EGR3/EGR1/REL/ZNF292/POU4F1/MYBL1/PRDM15/DBP/EGR4/FOSL1/TEF/TBX3/IRF1/SOX18/HOXB3/YY2/VENTX/ZNF484/GLI1/HLF/ZNF485/HOXD10/ZNF268/KLF15/PLSCR1/HSF1/MITF/ESR1/RLF/LITAF/BACH1/TFAP4/GLIS3/ZNF770/MAF/NR2C2/RFXANK/PBX3/IRX3/PPARA
BP	GO:0043405	regulation of MAP kinase activity	157	0.361415510507096	1.49881976171753	0.0037716267826476	0.0122430211669388	0.00670570639561742	2464	tags=31%, list=15%, signal=26%	IL1B/TRIB1/TGFA/KIT/PTPRC/CD300A/SORL1/PIK3CG/DKK1/WNT5A/LRRK2/SPRY4/SYK/PTK2B/RGS2/PIK3R6/MAP2K6/TLR4/SPRY2/PIK3R5/LYN/FGD2/CD40/ADAM8/SPRY1/FLT3/UCHL1/PTPRJ/CBS/PDCD4/IRAK3/PTPN22/ADRA2A/SASH1/NOD2/FZD8/DUSP7/GHR/PDGFB/DNAJA1/PTPN6/GSTP1/PDCD10/DUSP1/FGF2/TSG101/NOX4/IRAK1
CC	GO:0098862	cluster of actin-based cell projections	124	-0.373591150512526	-1.51176106517308	0.00388096581828535	0.0125698245587769	0.00688470205076465	3592	tags=35%, list=22%, signal=27%	TMC1/MYO1C/FLII/CLTRN/IFT20/SLC28A3/BBS2/SLC7A9/SHANK2/FCHSD2/SLC26A6/DOCK4/CUBN/RALGDS/SLC46A1/PLEC/CDHR2/MYH9/IDO1/SLC4A7/PDZD7/ADCY6/ESPN/CIB2/ACE2/MYO1D/SLC9A3/ATP8B1/CYBRD1/MYO7B/CA4/LRP2/SLC3A1/SLC28A2/MYO7A/PLB1/MYO15A/PCDH15/ESPNL/FSCN2/KCNK1/CLIC5/PDZK1
BP	GO:0009410	response to xenobiotic stimulus	327	0.2995556386052	1.34653049183345	0.00392356092713168	0.0126794808580581	0.00694476263037022	1614	tags=19%, list=10%, signal=17%	TNFRSF11B/IL10/IL1B/CDH1/REN/GATA3/DUSP6/LCK/TGFA/CYBB/VAV3/FOS/CXCR4/SLC10A1/CD69/PTGS2/MMP2/NQO1/CRHBP/NFKBIZ/ABCB1/NCKAP1L/PTK2B/LPO/CTPS1/TGFBR2/SLCO2B1/APOBEC3A/GSTO1/FBP1/SLC8A1/MAP2K6/CYP1A1/SOD2/TGFB2/PDE4B/ANKRD1/LYN/ARG1/NKX3-1/FOSB/APEX1/C1orf115/GPX1/ADORA2A/ACSL1/CARD9/UCHL1/CYP2S1/ADA/ABAT/TSPO/BCL2/ALAD/FOSL1/ENG/STAT1/CD38/CBR1/PLIN2/ACE
BP	GO:0006814	sodium ion transport	171	-0.343567369406413	-1.45117374737205	0.00394996610880026	0.0127364462752648	0.0069759635371794	2851	tags=33%, list=18%, signal=28%	SLC38A4/FGF11/SLC4A11/SLC6A17/CHP1/SLC9A6/ACTN4/NPPA/SLC38A11/NEDD4L/SLC24A5/SLC4A5/SLC41A1/P2RX7/SLC24A1/SLC38A10/EDNRA/SNTA1/SLC6A16/SLC23A2/SLC4A7/WNK2/HECW1/SLC5A8/FXYD6/SCN9A/SLC6A5/SCN3B/SLC24A3/HCN2/CNTN1/KLHL3/SLC13A4/SLC9A3/SHROOM2/SLC24A2/SLC9A7/SLC8A3/DMPK/SCNN1D/SLC6A9/SCN2A/DRD4/SLC13A5/SCN11A/NOS1/ATP2B4/SLC9A5/SLC6A13/CACNA1I/SLC8A2/KCNK1/CLCNKB/PKD2L1/HCN3/SPTBN4/PCSK9
CC	GO:0030136	clathrin-coated vesicle	188	-0.342647200994896	-1.45648944463602	0.00402880774769847	0.0129618626206441	0.00709942782007782	1435	tags=14%, list=9%, signal=13%	AAK1/APOB/SNAP91/SYT2/HLA-DRB1/BTC/WIPI1/AP3B2/APOE/RAB13/FZD4/SH3BP4/LRP2/CLVS1/MYO6/RAB3A/LDLR/SGIP1/MALL/TF/VWF/SFTPD/NCALD/HLA-DRB5/HLA-DQA1/HLA-DRA/HLA-DQB1
MF	GO:0001216	DNA-binding transcription activator activity	337	0.29827112255722	1.34836148373945	0.00407895041827027	0.0130941527807747	0.00717188534185853	2815	tags=22%, list=17%, signal=18%	OSR2/EGR2/LEF1/NR4A3/GRHL3/GATA3/FLI1/FOS/JUNB/NR4A2/CEBPA/HOXB2/TBX21/NR4A1/TFEC/SPI1/IKZF3/ATF3/BATF/BCL11B/SPIB/MYB/KLF4/MAFB/KLF7/WT1/CEBPD/ATF6B/CSRNP1/ZNF597/FOSB/GATA2/MYCN/EGR3/EGR1/REL/ZNF292/POU4F1/MYBL1/PRDM15/DBP/EGR4/FOSL1/TEF/TBX3/IRF1/SOX18/HOXB3/YY2/VENTX/ZNF484/GLI1/HLF/ZNF485/HOXD10/ZNF268/KLF15/PLSCR1/HSF1/MITF/ESR1/RLF/LITAF/BACH1/TFAP4/GLIS3/ZNF770/MAF/NR2C2/RFXANK/PBX3/IRX3/PPARA
MF	GO:0061134	peptidase regulator activity	153	0.359983864550803	1.49650096194733	0.00424817748247035	0.0136072969692372	0.00745294295170236	1393	tags=21%, list=9%, signal=19%	PI3/NLRP12/SERPINA1/CD27/SERPINE1/CSTA/SLPI/CTSC/SERPINB2/TNFSF14/CARD16/VIL1/CASP1/CST7/CTSS/CTSH/LTF/CST2/XIAP/NLRP1/CTSK/CTSL/PYCARD/A2M/TFPI2/SERPINB9/NKX3-1/CSTB/PSME1/C3/SERPINA3/VSIR
BP	GO:0055001	muscle cell development	141	-0.35916291863346	-1.48729091596989	0.00434636097699551	0.0138877582989318	0.00760655628836264	3103	tags=34%, list=19%, signal=28%	SGCD/SELENON/DNER/PDGFRB/TMOD1/CAV2/NEB/PGM5/ACTN4/FHL2/CXADR/HOMER1/MYORG/STAC3/FHOD3/FLNC/NFATC4/EFEMP2/RYR1/MYH3/EDNRA/VEGFA/PRKAR1A/PRICKLE1/PLEC/CHRNB1/LOX/IGF1/TNNT1/ADPRHL1/OBSL1/CACNB4/SYPL2/MYLK3/SMO/ACTC1/OBSCN/WFIKKN1/ADM/PI16/WFIKKN2/LDB3/PDLIM5/MYL9/MYO18B/MYH11/LMOD1/BMP4
BP	GO:0006813	potassium ion transport	151	-0.356268911325307	-1.47528379021594	0.00435487941145	0.0138877582989318	0.00760655628836264	3057	tags=32%, list=19%, signal=27%	GCK/KCNAB1/DPP10/NOS1AP/TMEM38A/RNF207/CHP1/SLC9A6/NPPA/KCNMB4/NEDD4L/SLC24A5/KCND3/PRNP/CACNA1D/KCNC3/SLC24A1/KCNK7/ABCC9/KCNMB3/KCNT2/KCNJ14/KCNK10/KCNS1/KCND2/KCNIP3/KCNC4/KCNG3/SLC24A3/KCNH8/HCN2/KCNG2/SLC9A3/SLC24A2/SLC9A7/RGS7/KCNIP4/KCNK5/KCNN2/NOS1/KCNIP2/KCNN1/KCNT1/SLC9A5/SLC12A5/KCNK3/KCNK1/PKD2L1/HCN3
CC	GO:0005681	spliceosomal complex	182	0.347568300426055	1.47835647186599	0.00438965142497355	0.0139679478456943	0.00765047743733848	6087	tags=55%, list=38%, signal=35%	LGALS3/SNRPB/HNRNPF/SNIP1/MAGOH/EIF4A3/GEMIN2/PRPF18/SNRPE/SNRPG/RBM3/PHF5A/SNRPD1/PPP1R8/LSM6/SNRPF/HNRNPR/SNRPC/RBM8A/RBM22/MFAP1/HNRNPU/SNRPA1/DHX15/HNRNPA2B1/HNRNPK/SF3B6/PLRG1/LSM7/SNRPD2/SNRPD3/SF3B5/SYNCRIP/PPIH/API5/BCAS2/NCL/PPWD1/TRA2B/RNF113A/SRSF1/CTNNBL1/PRPF40A/SNRPGP15/PRPF8/DNAJC17/RBMXL1/SNRNP40/HSPA8/IK/HNRNPC/SF3B1/CWC15/ZMAT5/SF3A3/MAGOHB/AQR/USP39/SF3B3/SNRPB2/SF3B4/U2AF1L4/HNRNPH1/CDC5L/LSM3/IVNS1ABP/BUD31/TXNL4A/EFTUD2/ALYREF/HNRNPA1/TXNL4B/SNU13/PRPF4/SNRPN/HNRNPH3/SMU1/CWF19L1/DDX5/PRPF39/TTF2/PRPF38A/PRPF19/TRA2A/SNW1/PRPF3/ZNF830/RBM28/TFIP11/SNRNP25/MTREX/CWC22/LSM5/RBM5/YBX1/LUC7L2/YJU2/PPIE/PPIL1/U2AF1/ZMAT2
BP	GO:0030855	epithelial cell differentiation	476	0.2852982173996	1.33596499702633	0.00441409700994378	0.0140149994779615	0.00767624839918819	1812	tags=18%, list=11%, signal=17%	MMP9/IL1B/KRT7/GDF3/GATA3/SERPINE1/HEY1/CSTA/CXCR4/ID2/ZFP36/EDNRB/CEBPA/PCK1/INSM1/VIL1/WNT5A/NFKBIZ/HES1/EREG/ACVRL1/AKR1B1/ID3/MIR21/DHRS9/LIF/SKIL/LGALS3/IL1A/PDE4D/ALOX15B/ID1/PPL/BCL11B/KLF2/CRYGD/CITED1/CYP1A1/FGF10/S1PR1/SPRY2/PTPRO/KLF4/FST/MAFB/KLF7/CD34/SDC1/AIMP2/MET/EXPH5/WT1/LTA4H/ASAH1/PPP1R16B/GATA2/GPX1/MYCN/SPRY1/CLDN5/PITX2/CYP27B1/F11R/PDPN/STC1/TMEM100/PODXL/DNPH1/ANXA4/ICAM1/CNFN/STAT1/TUBB/CBR1/SOX8/KDR/TBX3/RILPL2/HPSE/LBH/MYD88/SOX18/FOXP3/SPRR2B/BASP1/MAP2K1/F2RL1
BP	GO:0046034	ATP metabolic process	176	0.349792437136462	1.47797654391043	0.00448799392125605	0.0142185134928876	0.0077877164112809	4264	tags=44%, list=26%, signal=33%	UCP2/IER3/HK3/FBP1/SDHD/PID1/SDHB/TSPO/NDUFB8/FIS1/TREX1/NDUFA7/HSPA1B/LDHA/GALK1/NDUFA9/NUDT5/NDUFA12/NDUFS3/SLC25A13/ATP5MC3/ATP5PD/ATP5MC1/STOML2/NDUFV2/SLC4A4/NDUFA8/DDIT4/ATP5MF/NDUFA11/NDUFB7/AK2/ATP1B1/NDUFB6/TMSB4X/HKDC1/NDUFB3/ADPGK/ATP5PO/ATP5F1A/NDUFC2/NDUFS5/ATP5F1B/PRKAG2/PPARA/PRKAG1/NDUFAB1/NDUFC1/PRKAA1/NDUFB11/SDHC/EIF6/ATP6V0C/NDUFS8/NDUFB9/CLPX/NDUFA10/SLC25A12/AK4/NDUFB2/OGT/ATP5PB/NDUFA3/NDUFS2/TIGAR/HSPA8/PGAM1/ENO1/HK1/TPI1/NDUFA2/NDUFA1/PGK1/NDUFB4/NDUFS4/NDUFB5/BEND3
BP	GO:0051896	regulation of protein kinase B signaling	131	0.382659172485312	1.55273176050637	0.00449927616318332	0.0142232019886253	0.00779028437840479	2815	tags=29%, list=17%, signal=24%	NTS/CASS4/CCR7/GATA3/OSM/IL18/CSF3/HBEGF/PIK3CG/CD28/MIR21/HCLS1/CHI3L1/SPRY2/PIK3R5/GDF15/ADAM8/GPX1/PIK3CD/F3/PTPRJ/BANK1/CCL3/ENG/CX3CR1/TXN/HPSE/ARRB2/FGF2/NOX4/C1QBP/AKR1C2/HSP90AB1/STK3/SESN3/PPP2CA/SIRT1/PPARA
BP	GO:0006626	protein targeting to mitochondrion	101	0.393531121709057	1.53842269931574	0.00452654450356625	0.0142782958145101	0.00782046018350691	5222	tags=50%, list=32%, signal=34%	RAC2/LRRK2/TOMM5/RHOU/GRPEL1/BCAP31/TSPO/FIS1/TIMM10/TIMM23B/PMPCB/FBXW7/TOMM20L/BID/DNLZ/MIPEP/HSPD1/VPS11/TIMM9/TIMM8B/PDCD5/MTX2/CHCHD4/TIMM17A/IMMP2L/PRKAA1/TIMM21/UBE2D3/TOMM22/MTX1/AGK/TIMM23/HAX1/DNAJC19/TOMM6/TIMM50/IMMP1L/GRPEL2/MTERF4/AIFM1/MGARP/UBL5/TIMM13/ROMO1/PARL/TIMM8A/MFF/TIMM17B/NDUFA13/UBE2L3/HTRA2
BP	GO:0010212	response to ionizing radiation	134	0.37714148960194	1.53948735186646	0.00456447706839878	0.0143667163259146	0.00786888956876601	4009	tags=33%, list=25%, signal=25%	HAMP/GATA3/THBD/PTPRC/CRYAB/MIR21/IL1A/MAPK14/SNAI2/SOD2/CCL7/RAD51AP1/GPX1/EGR1/RAD9B/BCL2/ALAD/TREX1/FBXO4/BRCC3/ABRAXAS1/MSH2/HSF1/HUS1/VCAM1/SIRT1/BABAM2/CASP3/BAK1/XRCC6/RNF8/PRKAA1/ERCC1/AEN/ZMPSTE24/BAX/NHEJ1/POLB/TANK/TIGAR/XRCC4/TRIM13/GRB2/XRCC5
BP	GO:0007018	microtubule-based movement	312	-0.303001369878742	-1.36703094870919	0.00461987531807277	0.0145096084123887	0.0079471539420026	4083	tags=33%, list=25%, signal=25%	AP3D1/MNS1/INPP5B/ARMC2/DYNC1H1/TTLL9/DST/APP/FYCO1/DNAH3/ARHGAP21/DNAH17/SUN1/DNAH14/HDAC6/STAU1/TACR2/KIFC3/CFAP61/C2CD6/IFT140/IFT122/IFT20/CFAP65/STK36/IFT172/KIF3B/BLOC1S3/KIF28P/ADCY10/BBS2/DLG2/DZIP1/DYNC2H1/ARMCX3/FMN2/KIF16B/KTN1/DNAH8/MAPT/TRAF3IP1/CCDC40/TRIM46/KIF1B/CELSR2/KIF3A/CFAP53/PFN4/DNAH6/AP3M2/MAP4/MAP1A/TTLL3/TEKT2/GAS8/CABYR/DNAH2/CNIH2/CEP131/RGN/CATSPERE/KIF3C/RFX3/ENKUR/RAB27B/SYBU/JHY/CFAP45/ARMC12/LCA5/APOB/FSIP2/DNAH12/CAMSAP3/DNAH9/HYDIN/HAP1/AP3B2/CLIP3/MAP1B/KIF18B/BORCS6/CFAP221/NDE1/QRICH2/DNHD1/RSPH4A/KIF2C/CCDC103/CATSPER2/KIF6/ENO4/MAP1S/TMEM108/ATP2B4/TUB/KIF5A/NEURL1/SLC22A14/KIF1A/TEKT5/ZMYND10/DNAH11
BP	GO:0070482	response to oxygen levels	277	0.31135854920465	1.3743772062576	0.00469409810786505	0.0147108776555339	0.00805739245524181	1901	tags=19%, list=12%, signal=18%	UCP2/CYBB/TLR2/FOS/CXCR4/PTGS2/PLAU/NR4A2/MMP2/CARD16/SLC7A5/RGCC/ACVRL1/CRYAB/SLC2A1/MIR21/HILPDA/PTK2B/IL1A/LPAR1/TGFBR2/ALAS2/SLC8A1/AGTRAP/CYP1A1/SOD2/TGFB2/KCNMA1/CD34/ADAM8/TMEM199/SDHD/NKX3-1/EGR1/CBS/ADA/ABAT/CYB5R4/PDPN/STC1/VASN/BCL2/ALAD/ADSL/FAS/CD38/ACE/PLK3/PSEN2/OXTR/CAT/NOS2/MALAT1/ZFP36L1
BP	GO:0046942	carboxylic acid transport	247	0.323054899715516	1.4108419085486	0.00477755543573891	0.0149401571923646	0.00818297267237494	2000	tags=23%, list=12%, signal=21%	IL1B/UCP2/AQP9/SLC10A1/PTGS2/SLC16A12/SLC7A5/PLA2G2A/EMB/ABCB1/CLN3/PTGES/SYK/SLC38A8/SLC2A1/SLC22A2/RGS2/IL1A/SLCO4A1/SLCO2B1/PER2/SLC38A5/MAP2K6/SLC11A1/SLC16A1/SLC7A7/SLC7A4/SLC7A6/ACSL5/SLC19A2/ARG1/KMO/NPY5R/FABP5/SLC43A3/ADORA2A/SLC16A6/ACSL1/PLA2G4A/LRRC8E/ABCD2/ABAT/RBP7/SLC7A5P1/FIS1/SFXN2/OXT/PLIN2/ACE/SLC43A2/XK/SLC25A13/SLC19A1/NOS2/SLC25A32/SLC25A17/SLC43A1
BP	GO:0010631	epithelial cell migration	269	0.312730737609236	1.37461317116615	0.00485162459040028	0.0151066679842721	0.00827417340355142	2005	tags=20%, list=12%, signal=18%	MMP9/GATA3/S100P/PTGS2/KIT/HBEGF/PIK3CG/CDH13/NR4A1/CORO1A/VIL1/WNT5A/CLN3/PLCG2/SEMA4A/RGCC/ACVRL1/MIR21/PTK2B/SNAI1/TGFBR2/ID1/ZC3H12A/CTSH/EFNB2/SNAI2/ANXA3/FGF10/TGFB2/KLF4/HAS2/GLUL/CD40/MET/LGALS8/GATA2/GPX1/DLL4/PIK3CD/EGR3/LRG1/LPXN/ENPP2/STC1/KDR/SASH1/FBXW7/SOX18/RIN2/FGF7/EFNA1/PDGFB/APOA1/STAT5A/PLPP3
BP	GO:0090132	epithelium migration	269	0.312730737609236	1.37461317116615	0.00485162459040028	0.0151066679842721	0.00827417340355142	2005	tags=20%, list=12%, signal=18%	MMP9/GATA3/S100P/PTGS2/KIT/HBEGF/PIK3CG/CDH13/NR4A1/CORO1A/VIL1/WNT5A/CLN3/PLCG2/SEMA4A/RGCC/ACVRL1/MIR21/PTK2B/SNAI1/TGFBR2/ID1/ZC3H12A/CTSH/EFNB2/SNAI2/ANXA3/FGF10/TGFB2/KLF4/HAS2/GLUL/CD40/MET/LGALS8/GATA2/GPX1/DLL4/PIK3CD/EGR3/LRG1/LPXN/ENPP2/STC1/KDR/SASH1/FBXW7/SOX18/RIN2/FGF7/EFNA1/PDGFB/APOA1/STAT5A/PLPP3
MF	GO:0003779	actin binding	371	-0.289061541717724	-1.3257020583534	0.00492531488220506	0.0153032802871082	0.00838186123310001	3149	tags=27%, list=19%, signal=22%	WHAMM/CORO6/CROCC/WASF3/ABL1/FMN2/MYO16/OPHN1/MYOZ3/TMOD1/MICAL1/NEB/DBN1/PKNOX2/PDLIM7/CNN1/ABLIM2/DAAM1/MAPT/ACTN4/MICALL2/SNCA/PFN4/AFDN/NF2/MYO5B/CALD1/SMTN/MYO18A/FHOD3/RUSC1/MAP1A/FLNC/ABL2/FHOD1/MYH7B/P4HB/WASH6P/MYH3/SNTA1/WASH3P/EPB41L1/DIXDC1/SHROOM3/PLEC/MYH9/ABLIM1/SHROOM1/CORO2B/MYO1H/CACNB2/PAWR/SSH3/EPB41L2/COBL/ANTXR1/CAMSAP3/ESPN/SYN1/TLN2/FHL3/VASH1/MYO1D/KLHL3/MAP1B/SHROOM2/MYH10/MIB2/MYBPC1/CTNNAL1/SYNPO/ENC1/MYO7B/FHDC1/FSCN1/WASHC1/MYRIP/EPS8L3/PRKN/SAMD14/ANKRD24/MYO6/RDX/MAP1S/MYO7A/CAMK2B/LDB3/PDLIM5/NEXN/MYO15A/MYO18B/TNNC2/ESPNL/DAAM2/MYH15/LIMCH1/FSCN2/MYH11/LMOD1/SPTBN4/NCALD
MF	GO:0008233	peptidase activity	432	0.285099022853083	1.32634838586734	0.00503425850512753	0.0156083527584189	0.00854895450150986	2280	tags=19%, list=14%, signal=16%	MMP9/GZMB/ANPEP/ADGRG6/TMPRSS4/MMEL1/REN/GZMK/FAM111B/TNFAIP3/HTRA4/TLL1/CTSC/PLAU/PGA5/MMP2/CARD16/MME/CASP1/ASTL/CFD/TGM2/CTSS/CASP5/CLC/ZC3H12A/TRABD2B/CTSH/ADAMTS1/PGA3/LTF/MMP25/NLRP1/CTSK/CTSL/MMP10/ADAM8/CPVL/CAPN15/LTA4H/GZMA/CTSW/C2/UCHL1/F3/C1R/CASP8/ADAMTS4/GGH/GZMH/ACE/PMPCB/DPEP2/TYSND1/MMP1/ADAMTS3/PSEN2/ATG4C/PGA4/JMJD7/CTSZ/CPM/CTSO/CPQ/CASP4/ADAM28/BRCC3/PSMD14/PSMA6/EEF1AKMT4-ECE2/PM20D2/GZMM/LAP3/PEPD/CTSD/NRIP2/ADAMTS6/ASRGL1/PSMB6/USP45
CC	GO:0045177	apical part of cell	325	-0.294938669670714	-1.34108804437765	0.00508400018269625	0.0157289643178939	0.00861501545939999	3192	tags=31%, list=20%, signal=25%	EMP2/FAT1/DSTYK/ADCY10/PARD3/CA2/DYNC2H1/IGSF5/FRMD6/PDGFRB/SLC7A9/DVL2/SHANK2/PROM1/SLC4A11/SLC7A1/ITPK1/CSPG4/DCHS1/SLC22A1/HOMER1/NOD1/AJM1/LMO7/SLC26A6/NF2/MYO5B/SLC4A5/KL/MUC17/CUBN/CRB2/DDR2/SLC52A3/SLC47A1/SLC46A1/SLC1A1/SLC16A2/PLPP1/ABCB4/MTCL1/SHROOM3/FN1/AQP5/CDHR2/SLC23A2/SLC4A7/SHROOM1/DUOX2/SLC5A8/TCHP/SLC29A4/RAB27B/EDA/CPO/ADGRG2/PAPPA2/SLC14A2/MUC1/SLC16A8/SLC47A2/ACE2/VASH1/SAPCD2/VANGL2/PTPRH/SLC9A3/SHROOM2/ATP8B1/MAL/SLC2A5/CYBRD1/MYO7B/CA4/LRP2/SLC3A1/SLC6A9/AQP2/RDX/ATP6V0D2/LDLR/FZD3/TLR9/ANXA13/MYO7A/CRB1/PLB1/TF/ANXA1/PARD3B/ABCB11/CHL1/KCNK1/ZMYND10/CLIC5/AGER/MUC20/PDZK1/FRMPD2/TDGF1
BP	GO:0001764	neuron migration	139	-0.370535882380547	-1.52587132757711	0.00516857572211045	0.0159566029208133	0.00873969690972764	3071	tags=31%, list=19%, signal=25%	LRIG2/DNER/ACAP3/SRGAP2C/ADGRG1/TRIM46/CELSR2/FYN/ARHGEF2/SEMA6A/NTNG2/GNRH1/ZMIZ1/DAB2IP/VEGFA/KIAA0319L/MDGA1/IGSF10/FGFR1/CELSR1/ITGA3/NTN1/PLXNA3/SEMA3A/SEMA3E/MAP1B/ULK4/UNC5D/NDE1/PRKG1/MEF2C/MDK/FZD3/SPOCK1/RELN/FOXG1/CAMK2B/DCLK1/COL3A1/CNTN2/CHL1/NTRK2/CX3CL1
