geneNames	GSE138518_GSM4110156	GSE138518_GSM4110157	GSE138518_GSM4110158	GSE138518_GSM4110159	GSE138518_GSM4110160	GSE138518_GSM4110161	GSE155489_GSM4705199	GSE155489_GSM4705200	GSE155489_GSM4705201	GSE155489_GSM4705202	GSE155489_GSM4705203	GSE155489_GSM4705204	GSE155489_GSM4705205	GSE155489_GSM4705206	GSE193123_GSM5773736	GSE193123_GSM5773737	GSE193123_GSM5773738	GSE193123_GSM5773739	GSE193123_GSM5773740	GSE193123_GSM5773741
AP000759.1	0	77	75	45	55	49	20	18	10	9	10	11	11	12	19	26	29	41	52	32
AC136475.5	0	5	7	0	0	0	9	5	0	13	1	1	2	2	26	6	5	3	5	20
H2AFZP4	0	0	0	2	3	0	0	0	1	0	3	0	3	2	0	0	0	0	0	0
AL096711.2	213	461	699	637	296	166	244	166	203	220	170	152	109	112	0	0	0	0	0	0
AP001830.1	6	21	10	11	13	16	3	4	1	1	2	1	1	2	8	4	8	1	6	1
AL133352.1	63	160	98	314	183	29	2748	1032	985	1177	2265	1962	2533	2526	0	0	0	0	1	0
AC087276.3	6	0	0	1	0	0	51	46	42	58	75	88	20	51	0	0	0	0	0	0
AP000926.1	8	3	0	4	10	4	0	2	1	4	0	0	0	0	4	1	0	2	0	0
AC234917.1	1	0	3	1	1	0	70	49	29	37	40	32	21	34	0	0	0	0	0	0
NOX5	2	22	15	10	30	20	43	41	25	16	29	13	13	6	45	80	29	9	20	0
AP001775.2	4	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1
MTCO1P15	1	0	0	0	0	0	3	0	8	1	10	6	1	1	0	0	0	0	0	0
AC023946.1	0	1	0	1	0	3	53	39	50	32	65	41	37	34	0	0	0	0	0	0
AP003057.1	0	0	4	3	0	0	1	1	0	0	1	0	0	0	0	2	5	0	0	0
AC007536.1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC019227.1	19	9	6	1	3	0	2	1	0	0	0	0	1	4	0	0	0	0	0	5
AC103843.2	0	1	0	0	1	0	2	0	2	0	0	0	4	0	0	0	0	0	0	0
AC120036.4	0	6	10	0	4	0	1	9	0	3	4	0	0	0	1	1	7	0	0	0
AC127526.2	2	3	4	21	14	11	6	12	8	9	15	10	19	6	1	0	2	0	0	0
AL078612.2	0	0	0	5	0	0	0	0	0	0	0	2	1	3	0	0	0	0	3	0
AP001267.2	1	0	0	0	3	0	2	3	1	4	0	0	0	4	0	0	2	0	0	0
Z97989.1	28	29	134	25	26	31	21	11	16	18	11	15	17	15	42	41	36	23	29	71
AC091564.4	0	0	0	0	0	4	43	33	20	35	14	8	22	21	0	0	0	0	0	0
OOSP4B	15	7	0	4	32	53	93	69	50	123	6	8	3	5	0	0	0	0	0	0
C8orf49	47	174	227	89	91	95	5	6	11	13	4	10	8	10	6	13	12	5	2	0
AC022182.3	1	0	0	0	2	3	1	3	9	3	2	3	0	2	8	8	1	2	0	3
HCAR3	4	21	5	57	52	18	3	4	2	2	0	1	3	1	426	237	124	264	82	708
PCDHA3	0	0	0	0	0	8	58	40	36	40	28	29	27	15	0	1	1	2	4	0
RSF1-IT1	2	3	5	0	3	0	1	5	5	7	3	2	1	0	0	1	1	2	3	2
AP002340.1	6	0	0	6	1	1	0	0	0	2	1	0	0	1	1	0	4	0	0	1
AP002954.1	0	0	2	0	7	0	20	18	28	34	16	16	15	18	5	40	8	2	3	29
EBLN2	20	29	12	86	49	28	16	14	26	23	18	21	17	19	21	35	26	22	28	21
AP002008.3	0	0	0	0	4	0	8	6	1	0	0	0	2	1	0	0	0	0	0	0
AP001458.2	0	17	0	6	0	0	497	295	232	347	462	456	470	298	0	0	0	0	0	0
AP001922.6	0	1	0	1	0	4	1	0	0	0	0	0	0	0	0	2	1	0	1	1
AP001267.3	23	10	4	18	18	3	20	33	11	20	10	12	13	13	2	15	6	5	8	0
AL354813.1	0	2	0	5	5	0	16	18	11	22	15	21	11	3	1	7	1	1	3	0
AC135050.2	0	20	117	16	0	86	1198	961	590	806	803	759	1674	1702	0	0	0	0	0	0
AC109635.5	11	0	0	0	0	0	4	1	4	1	0	1	1	1	0	0	0	0	0	0
CYCSP27	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AP003072.2	0	5	3	9	1	10	1	3	3	4	2	3	1	5	0	14	1	4	4	0
AP002812.5	12	6	5	3	4	0	363	280	129	175	361	300	240	194	2	9	5	5	1	3
AC110056.1	0	0	3	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0
AP003486.1	78	147	181	109	94	63	24	18	13	22	29	27	12	19	153	127	122	124	97	172
AC022880.2	0	3	0	0	0	0	2	0	1	1	4	0	0	0	0	0	0	0	0	0
AC108471.2	0	2	0	4	0	5	4	4	2	7	13	1	4	4	0	11	5	7	7	11
ZDHHC20P3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001107.9	21	20	25	14	24	11	18	3	10	9	2	5	3	5	13	12	21	15	15	22
AP001528.2	12	3	16	9	5	3	9	25	0	20	8	6	15	7	84	109	51	14	22	8
GAU1	0	2	4	0	2	0	0	0	5	3	2	0	0	3	2	0	2	0	2	1
AP000944.1	54	339	169	218	294	150	45	47	26	34	37	27	29	16	21	42	26	10	8	2
AC087362.2	0	5	0	0	0	0	7	10	4	7	9	12	1	4	0	0	3	0	2	2
AC115990.1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC100858.3	0	5	0	0	2	0	9	0	1	5	3	6	1	2	4	10	3	4	0	6
AC145124.1	102	215	163	145	82	86	0	0	0	0	0	0	0	0	19	20	9	22	45	0
AC103796.1	0	3	0	2	0	0	7	8	3	2	3	7	6	4	0	0	0	0	0	0
AC068385.1	17	0	0	0	0	0	14	1	9	10	3	4	8	6	0	0	0	0	0	0
AC109635.6	0	0	0	0	2	0	1	1	2	0	0	1	0	0	1	0	0	0	0	0
AP001533.1	32	2	12	3	3	3	5	1	8	5	5	4	6	3	0	0	3	0	0	0
UVRAG-DT	0	8	3	4	0	0	18	9	15	13	24	17	12	6	2	2	1	1	0	3
AP002990.1	153	11773	16613	32441	309	15890	6248	4220	3415	4336	4700	4547	4467	3985	59	32	25	39	62	41
AC005363.1	1	1	3	8	14	1	1	2	1	1	2	6	2	2	0	0	0	0	0	0
AP002748.3	22	21	33	60	32	23	31	18	27	19	9	11	22	10	0	0	0	0	0	0
NPIPB8	16	22	0	0	3	3	3	0	2	3	3	3	0	2	13	1	1	5	5	5
NEDD8-MDP1	9	68	25	90	30	0	3142	1550	1033	1386	2174	2015	2298	2077	0	0	0	0	0	0
POLR2M	85	490	409	249	158	137	386	257	160	246	275	262	300	241	516	464	450	416	471	358
OR10V2P	0	0	1	0	0	0	3	0	1	2	0	0	0	3	1	0	1	1	0	7
AP000873.5	0	2	0	2	0	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0
ENPP7P6	0	5	0	6	3	3	8	8	2	2	7	6	4	6	0	0	0	0	0	0
AC087203.2	0	0	2	0	0	0	3	7	1	0	0	0	0	1	0	0	0	2	0	0
ZNF252P-AS1	0	12	0	0	6	0	2	4	8	4	14	14	5	4	6	10	23	18	9	22
FDXACB1	46	90	123	90	99	55	78	37	38	60	66	48	61	37	50	39	47	41	44	41
UNC93B6	0	2	5	0	0	0	3	0	0	0	0	1	1	3	0	0	1	0	0	0
AC073651.1	0	7	0	2	0	0	37	22	13	15	18	15	9	9	0	1	0	0	1	0
AC135279.1	0	0	0	3	0	2	1	0	0	0	0	2	0	1	0	0	0	0	0	0
MIR9-3HG	3	0	10	0	22	3	4	3	2	4	1	2	6	3	16	3	31	2	6	59
AC006511.2	0	1	1	1	0	0	1	1	1	0	1	2	0	0	0	0	2	0	0	0
AL590627.1	14	11	15	48	11	3	33	22	13	18	45	27	11	16	12	24	19	16	22	28
RAB44	18	18	10	17	2	6	9	11	4	2	4	0	5	3	21	5	5	44	11	37
AC023790.2	3	0	0	3	12	0	17	21	3	5	7	9	9	9	6	5	2	2	3	4
PCDHB17P	2	5	1	1	2	0	1	0	1	0	2	1	2	0	0	2	0	0	0	0
AC025576.1	0	0	0	1	0	0	39	37	12	15	43	39	19	19	0	0	0	0	0	0
AC005833.1	0	11	6	36	48	7	885	429	352	443	740	825	854	636	1	0	0	0	0	2
PABPC1P4	0	19	4	14	14	13	15	29	12	17	23	16	5	19	19	16	8	8	20	6
FAM222A-AS1	0	3	0	7	0	3	5	3	0	0	2	0	1	0	3	3	19	6	5	1
AC140847.2	0	0	0	2	1	0	6	3	3	5	2	0	0	6	2	0	1	3	10	1
AC007570.1	0	3	0	6	0	0	3	6	4	2	6	2	3	6	1	1	0	0	0	0
AP002373.1	0	0	1	2	1	0	824	667	459	654	869	817	755	697	1	0	0	2	4	0
AP000943.2	0	0	0	1	0	2	8	2	9	3	4	1	0	0	0	0	0	0	0	0
AC092471.1	0	1	0	1	1	2	145	90	56	56	52	66	73	80	3	3	1	4	0	4
AC007619.1	0	2	0	2	0	0	6	1	0	7	7	6	3	3	0	0	0	0	0	0
AC091564.6	0	0	0	0	3	0	85	155	57	99	131	99	40	61	0	2	0	0	4	0
TRIL	9	191	77	30	59	26	4	5	3	2	2	2	2	9	0	6	4	0	2	0
LINC02389	0	0	0	0	2	0	3	1	8	3	19	2	7	7	1	0	0	1	0	1
AC127070.3	0	2	0	0	0	0	0	2	1	0	3	0	0	1	0	0	2	0	1	2
SNHG1	70	163	230	218	172	197	224	162	70	104	113	101	63	69	714	611	759	1284	1317	1184
AC108516.2	0	1	0	1	0	1	172	106	47	56	68	66	107	82	0	0	0	0	0	0
TDGP1	1	4	10	2	3	2	45	33	25	33	32	45	56	35	6	6	7	2	27	2
AC011462.2	0	188	356	402	1	364	4	2	2	1	0	0	1	0	0	0	0	0	0	0
IFNG-AS1	0	0	2	0	0	0	0	4	10	3	16	10	0	2	2	5	2	3	1	3
HNRNPABP1	0	0	1	1	0	0	1	0	2	1	0	2	0	0	1	0	0	0	0	0
AGAP2-AS1	805	1141	1652	1055	1065	489	59	28	29	55	33	34	45	38	12	15	14	51	9	1
AC009533.2	0	0	1	1	0	3	1	1	2	0	0	1	1	0	3	0	2	0	1	4
AC108488.2	6	2	0	0	3	2	123	89	41	52	89	70	76	81	8	1	6	13	8	3
AC020611.1	0	0	2	0	4	0	0	2	2	1	1	1	0	0	0	0	0	0	3	0
AC078950.1	0	1	0	1	0	2	1	5	8	6	5	2	3	4	1	0	0	0	1	0
KRT8P11	0	0	0	0	3	0	2	0	0	0	0	0	0	1	2	2	0	7	1	5
KLRC4-KLRK1	0	0	0	4	0	2	250	230	380	687	85	47	104	109	27	15	101	22	6	46
MTRNR2L8	15	10	15	13	11	8	8	4	2	2	12	9	5	3	15	13	7	5	4	9
AL117348.2	0	312	0	63	0	12	56	39	39	74	101	83	48	41	0	0	0	0	0	0
AC131206.1	34	1	5	20	24	10	4	1	0	3	4	4	2	1	4	1	6	8	0	7
TAS2R20	0	3	3	5	0	3	8	3	4	2	2	0	0	0	0	0	0	1	0	0
AC117503.1	0	0	0	4	0	0	18	4	0	4	5	5	10	3	0	0	0	0	0	0
AP000593.3	0	4	0	2	4	0	5	3	6	7	11	12	3	1	4	2	0	2	4	1
RXYLT1-AS1	0	0	0	4	0	0	45	24	35	39	37	58	37	22	0	0	0	0	1	0
KDM4F	0	0	4	0	1	0	15	0	0	1	0	2	0	0	0	0	0	0	0	0
AC069503.1	0	0	3	0	0	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0
PXN-AS1	89	112	248	131	165	51	141	80	63	79	114	101	69	55	32	38	56	58	62	61
AC055720.1	0	3	0	0	0	1	0	0	0	0	0	1	2	1	0	1	3	2	1	1
DENND5B-AS1	20	76	47	40	45	30	11	10	7	13	13	5	17	9	2	1	6	4	8	1
AC007529.1	3	6	8	2	0	0	3	1	6	2	5	1	1	7	0	0	0	0	0	0
AL138752.2	0	23	3	6	2	3	1415	606	555	764	1468	1315	1244	1248	2	8	2	5	2	0
LINC00346	0	10	12	16	20	10	8	7	6	9	7	5	0	7	5	14	3	3	5	12
AC008813.1	1	2	4	0	6	0	1	3	6	2	5	0	9	10	0	0	1	0	1	0
FUNDC2P1	1	3	3	4	4	2	17	16	5	13	8	14	28	13	3	2	0	0	0	1
AC124891.1	0	13	0	2	0	3	1	0	4	5	10	5	2	1	0	0	0	0	0	0
AC020611.2	0	0	0	0	3	0	15	22	4	5	22	12	5	6	0	0	0	0	0	0
AP000786.1	0	2	3	6	0	0	6	5	4	3	2	7	0	5	5	5	13	1	3	17
PDCD5P1	0	1	1	0	0	1	3	2	0	1	4	0	0	1	0	0	0	0	0	0
AC148477.1	0	4	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
CCND2-AS1	13	26	12	11	9	9	172	132	177	234	201	229	368	251	19	29	20	11	18	3
AC026310.2	21	61	12	26	38	61	77	58	30	32	24	23	16	13	136	49	127	115	24	34
AP002993.1	3	0	0	5	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0
AP000943.3	0	0	2	0	0	0	19	23	32	34	74	82	22	16	1	1	1	2	1	0
AP003108.1	0	2	0	0	0	0	2	0	0	1	0	3	0	0	3	0	1	4	5	3
AC117500.2	0	7	0	0	0	6	1	2	1	0	0	2	0	0	2	5	7	4	5	6
RPS6KB2-AS1	19	0	10	0	0	0	71	52	52	52	56	72	53	50	0	0	0	0	0	0
AC022364.2	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
AP000777.2	9	5	20	13	11	0	11	7	12	15	13	13	7	5	1	0	0	0	2	0
HSPD1P12	7	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0
AC006064.3	0	0	4	1	2	0	1	1	0	0	3	0	1	3	5	1	11	8	3	0
AC024145.1	28	7	22	13	8	2	3	9	10	5	11	7	4	2	5	7	3	1	4	4
LINC02421	0	0	0	0	6	0	1	4	6	4	3	2	0	1	7	2	8	3	3	5
CYP2A6	61	17	23	20	21	5	12	9	8	5	4	1	8	10	4	69	36	15	14	8
AC006927.1	0	0	2	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
MT1JP	101	54	30	8	43	10	26	16	3	1	7	9	29	19	2	2	1	2	0	0
TOMM20P2	0	0	0	0	4	0	2	1	0	0	0	0	0	0	13	0	28	6	10	44
AC131009.1	0	3	3	9	10	3	0	3	8	3	7	4	0	6	12	9	3	10	10	1
PSMC1P9	0	1	3	1	1	0	5	4	8	7	5	3	6	2	2	0	1	0	1	3
AC079949.1	7	5	11	6	4	0	1	2	1	2	10	6	7	6	0	1	1	1	3	0
AC084117.1	5	1	1	0	5	1	0	0	1	0	3	2	0	1	1	0	1	3	2	1
ARAP1-AS1	17	25	29	32	13	0	75	39	47	39	54	41	31	60	0	0	0	1	0	0
AC027277.1	0	10	11	23	2	7	139	145	102	125	233	196	90	88	0	0	0	0	0	0
TAS2R63P	0	6	0	0	2	0	4	0	3	3	2	3	0	2	0	0	0	0	0	0
ELOCP31	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CACNA1C-AS4	3	1	1	3	1	0	8	10	1	6	17	16	4	7	0	0	0	0	0	0
AC026362.1	18	316	56	117	41	29	1186	706	564	868	929	881	980	866	0	0	0	0	0	0
AL590560.1	38	61	127	66	64	51	17	7	5	7	3	3	7	6	0	0	0	0	2	0
CBX3P4	1	1	0	0	0	1	0	0	2	0	0	1	1	0	6	0	0	0	2	0
AP002770.1	0	3	0	1	0	0	1114	976	403	706	711	695	992	800	0	0	0	0	0	0
AP000619.2	0	0	0	0	0	2	2	2	0	3	1	1	1	0	0	0	0	0	0	0
MRPL40P1	0	3	0	0	2	1	1	0	4	3	1	2	2	1	1	1	2	2	3	0
CTSO	55	422	444	485	448	282	223	200	171	201	305	280	205	183	0	0	0	0	0	0
MTRNR2L10	1	0	1	1	1	0	0	0	3	1	0	3	1	0	0	0	0	0	0	0
AC087257.2	29	0	0	0	3	0	20	10	4	8	2	2	5	6	1	2	2	4	2	0
TRAPPC2B	112	271	302	365	390	137	562	269	265	370	364	347	321	290	127	140	168	177	233	92
DNAAF4	10	25	61	85	22	26	22	37	41	54	39	46	38	15	3	6	4	10	11	0
AC078889.1	0	2	3	2	2	0	1	0	0	0	0	2	0	0	0	0	1	0	0	2
URB1-AS1	168	98	246	266	183	95	86	58	40	44	107	115	79	43	64	109	79	103	95	37
AC092451.2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF432	214	729	455	328	471	265	147	107	119	133	149	134	168	166	282	255	212	241	217	254
AP002392.1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1
AP000721.1	1	2	1	2	43	13	2333	1183	1049	1384	1792	1488	1343	1304	0	0	0	0	0	0
AC092745.1	0	3	2	6	0	2	3	1	4	2	2	1	1	1	0	4	3	0	0	1
ATP5MFP5	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AC135586.1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
AP001453.1	18	22	20	8	20	2	60	42	35	36	86	63	73	66	4	7	1	2	9	2
LINC01152	6	11	14	16	0	4	6	3	10	14	15	9	10	14	5	5	4	4	3	3
EGLN3P1	0	0	0	3	0	0	1	2	1	0	1	0	1	1	0	1	3	0	0	1
AC007637.1	0	12	11	3	0	9	2	6	6	3	2	1	0	1	2	3	7	1	1	4
AC006206.1	9	0	0	0	0	0	0	1	12	5	5	1	3	0	0	0	0	0	0	0
AP000763.2	2	0	1	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0
ITFG2-AS1	0	3	1	7	0	5	2	7	0	2	3	0	2	1	0	0	0	2	0	2
SMLR1	0	2	0	0	3	0	25	19	18	17	12	10	1	5	1	6	3	1	1	0
ATF4P4	4	1	5	2	2	0	1	3	0	3	3	4	3	2	0	0	0	1	0	2
GCSHP4	0	0	0	0	2	0	0	2	2	1	0	1	0	0	2	0	4	3	0	11
AC024940.4	0	0	0	4	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0
AC055720.2	0	0	0	0	0	1	32	9	10	10	26	35	24	17	0	0	0	0	0	0
AP003717.2	0	0	4	0	0	0	5	2	2	1	0	0	0	0	1	1	0	0	0	3
AP002518.1	0	0	3	0	0	0	7	5	15	12	8	9	3	3	2	0	0	0	2	0
AC018523.2	0	14	18	15	21	4	3831	2134	1533	2171	3099	2823	2624	2300	0	0	0	0	0	0
AC005255.1	0	1	0	0	0	4	5	0	6	4	6	2	3	6	0	0	0	0	0	0
AP003037.1	0	9	0	10	4	0	0	4	1	0	33	15	0	0	0	0	0	0	0	0
MTRNR2L3	0	0	0	3	0	0	3	0	0	3	1	0	0	0	0	0	0	0	0	0
ZNF10	62	284	89	167	125	83	73	49	47	48	62	59	97	83	105	152	131	102	105	141
AC092747.1	0	0	0	0	0	1	2	0	0	4	1	0	0	1	0	0	0	0	0	0
ZNF486	6	95	58	42	117	108	47	43	31	60	48	42	19	15	97	116	71	101	73	159
LINC02387	0	0	3	0	0	0	0	0	3	1	2	0	1	3	0	0	0	0	0	2
AC022509.2	3	1	1	9	8	1	5	4	7	3	7	16	3	8	3	1	0	48	20	63
SMIM3	2383	5857	7579	4549	2991	2488	927	790	386	474	1058	884	1150	1056	1713	767	1470	2549	2479	1533
SUPT16HP1	0	4	0	3	2	3	13	33	9	5	16	10	4	7	9	7	7	4	5	3
RPL7AP3	0	0	1	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0
AC026333.3	0	0	0	2	0	0	2	3	2	3	3	1	2	1	22	5	2	6	2	41
AC073912.1	0	0	2	0	2	0	4	7	3	5	10	4	2	0	1	8	1	0	0	0
USP30-AS1	39	0	19	13	4	4	15	19	3	20	18	25	14	11	15	27	16	19	12	34
DDX11L8	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC02454	5	5	25	46	6	12	35	19	13	22	18	15	24	19	33	70	21	42	42	9
HMBS	256	602	742	937	738	226	285	204	123	169	259	308	230	206	362	456	425	450	614	286
CACNA1C-AS2	9	8	6	2	1	0	7	11	4	3	5	3	5	7	0	0	0	10	0	0
TAS2R64P	0	0	0	1	0	5	5	2	4	7	22	20	3	2	0	0	0	0	0	0
AP006289.1	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0
AC112694.1	0	1	0	3	6	0	4	2	4	3	0	2	3	0	0	6	3	12	8	0
ZNF225	36	89	82	65	95	89	82	56	35	35	66	46	11	22	138	165	159	130	134	158
AC025423.1	0	5	0	4	4	0	0	3	2	4	3	3	0	0	0	3	4	3	1	3
RPL41P2	13	15	40	28	42	6	10	6	11	16	15	7	8	7	0	0	0	0	0	0
ABCC6P1	1	3	2	1	4	3	10	5	2	3	3	3	2	0	6	1	0	0	1	0
AP002748.4	0	29	170	0	0	0	166	155	141	145	259	218	136	149	18	23	33	41	29	18
HSPA8P5	0	0	3	29	1	18	11	0	3	6	3	5	0	4	3	2	1	6	0	3
AC027544.1	0	0	2	3	0	0	1	2	0	0	0	0	1	0	2	3	0	0	2	3
AC069234.2	0	0	0	0	0	4	116	112	48	88	53	52	76	63	0	0	0	0	0	0
PPIAL4D	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
AC009509.1	0	56	0	2	0	0	29	8	7	6	5	10	7	10	2	0	0	2	1	1
RPL41P5	216	232	536	315	600	266	111	88	26	60	85	72	66	65	34	27	18	44	30	25
AC079866.1	0	0	0	2	0	0	8	13	4	7	1	3	1	3	2	2	0	0	0	1
AL357673.1	9	4	0	0	0	0	19	13	12	9	12	3	3	5	0	0	0	1	0	2
LINC02552	0	10	0	0	0	0	2	0	9	7	2	3	1	3	0	3	0	0	3	0
AC005840.2	0	18	22	12	16	13	6	11	1	12	6	9	5	2	18	14	13	20	20	29
TAS2R31	0	3	2	3	4	0	6	2	4	1	10	1	1	3	0	0	0	0	0	0
AC010186.1	0	0	1	0	0	3	1	0	0	5	2	1	0	0	0	0	0	4	1	0
AP003559.1	6	4	10	6	4	4	0	3	2	0	0	0	0	1	0	2	2	0	1	0
AP000763.3	14	12	10	7	5	1	16	19	12	12	12	13	16	14	5	1	5	4	9	15
AC007552.1	0	3	0	0	0	0	3	6	1	1	0	1	0	0	0	0	4	0	0	0
DND1	18	30	57	16	23	10	51	33	32	29	45	30	36	25	0	0	0	0	0	0
AC080075.1	0	0	3	5	2	2	17	24	25	38	17	23	7	4	0	0	0	1	0	0
YWHABP2	0	3	6	8	0	0	4	3	2	1	5	4	0	1	2	1	4	2	6	2
AP002383.2	0	8	2	1	0	0	89	92	77	87	92	88	61	79	0	0	0	0	0	0
AC023796.2	0	2	0	2	0	0	405	366	150	190	194	178	183	171	2	2	3	0	0	1
AL139300.1	0	7	0	0	33	0	912	892	472	620	616	579	608	526	0	0	0	0	0	0
AC009511.1	1	0	0	0	0	0	25	17	9	28	12	11	21	10	0	0	0	0	0	0
AP003419.1	174	136	181	77	113	243	419	361	298	405	649	539	537	533	0	0	0	0	0	0
POLG2	34	88	67	153	127	60	43	27	48	53	93	96	28	49	330	312	362	306	333	556
AP002373.2	0	3	0	8	0	0	0	1	0	2	1	0	1	0	0	0	0	0	3	1
SMIM10L1	1137	1829	1786	1392	1066	552	741	489	359	502	504	502	866	724	3	3	3	0	7	3
AC148477.2	0	1	0	0	0	0	4	0	1	0	0	0	1	1	0	0	0	0	0	0
AC156455.1	2	9	5	9	7	2	3	2	0	3	10	2	7	5	0	2	0	0	0	0
AC092745.2	27	65	44	64	8	18	20	14	34	42	60	61	30	25	5	7	1	12	1	6
AC009509.3	2	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0
AC007552.2	0	0	0	0	1	2	2	3	2	2	5	4	1	0	0	1	1	0	1	0
AL049650.1	0	10	6	18	7	7	660	327	392	549	616	679	795	629	0	0	4	1	3	0
OR13A1	22	206	173	127	162	90	38	54	18	37	19	26	54	55	0	0	0	0	0	0
LINC02361	14	10	38	2	33	22	2	2	0	0	0	1	1	0	0	0	0	0	0	0
NLRP9P1	0	0	0	19	0	0	4	0	2	0	1	2	1	0	5	1	2	3	2	10
AC027544.2	0	0	0	1	0	0	1	1	1	5	0	0	3	2	2	2	3	0	2	4
ENPP7P5	0	4	1	0	0	1	6	3	3	1	10	4	3	8	0	1	1	3	1	1
AP003108.2	26	117	85	87	47	38	637	375	377	451	625	523	421	329	18	18	20	21	12	27
AC010186.2	15	8	17	22	47	21	70	51	16	42	30	25	32	31	36	43	45	64	23	110
AC026358.1	0	5	1	0	2	3	4	5	2	5	1	1	4	0	1	0	0	0	0	0
AP003170.4	6	2	0	2	0	0	5	2	0	1	0	0	0	1	0	0	0	0	0	3
CYP2B7P	64	44	26	17	43	30	7	7	8	12	6	2	10	18	21	46	27	20	43	6
AP002414.2	0	0	0	1	0	1	0	1	1	0	0	1	3	1	1	5	0	3	1	0
MTRNR2L1	1	0	30	23	0	0	3	0	1	2	5	11	0	1	0	0	0	0	0	0
AC092747.2	0	0	0	0	1	0	3	3	6	7	1	3	7	1	2	1	2	3	3	1
ZBTB11-AS1	98	151	199	226	160	99	43	41	51	62	50	48	28	24	48	84	99	68	99	38
AC135586.2	0	1	11	1	0	4	141	118	58	89	49	35	66	49	0	0	0	1	0	0
AP005019.1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	4	9	3	14	5	19
AC023051.2	0	0	0	0	2	0	3	0	0	1	2	3	1	0	0	0	0	0	0	1
AC010132.3	0	0	16	0	0	0	4730	2719	1671	2158	3147	2836	2817	2414	0	0	0	2	0	0
AC006518.1	0	0	0	0	0	4	1	0	2	1	1	0	2	2	0	0	0	0	0	0
AC008115.1	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	5
CLEC12B	10	0	7	0	27	0	2	4	13	4	14	9	7	4	12	15	4	8	2	68
AC112777.1	0	13	6	8	0	0	1	0	0	0	0	1	0	5	10	16	8	7	44	10
AC025423.2	3	2	3	3	5	2	262	152	142	136	233	228	191	168	0	0	0	0	0	0
KLRA1P	0	5	28	7	13	3	16	14	15	23	12	7	20	14	69	65	119	64	44	47
LIMS4	35	67	53	81	19	65	71	37	28	29	26	34	60	31	2	2	2	0	0	2
AC141557.1	0	5	0	0	0	0	99	46	10	13	61	47	169	121	4	3	13	5	13	13
AC025423.3	0	7	3	7	3	1	1	3	0	2	11	9	3	4	12	0	3	4	2	5
CCDC58P5	1	0	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0
AC006518.2	0	0	0	1	0	1	6	7	5	8	7	1	9	4	0	0	0	0	0	0
ZNF350	25	218	221	243	214	133	118	102	64	89	82	82	90	78	187	174	178	191	141	299
AP001160.1	0	7	5	9	7	5	51	37	28	44	69	72	54	42	8	2	3	3	6	7
AC026369.2	0	0	3	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0
AL137779.1	5	2	5	0	3	0	2	2	2	3	4	0	1	1	3	6	11	16	2	20
AC134349.1	0	5	3	5	0	0	96	83	59	122	108	123	131	106	0	0	0	0	0	0
PGA5	23	1300	224	3109	248	30	9	6	2	0	75	58	3	3	19	74	54	38	15	8
BTG1P1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	6	4	7	13	1	35
CACNA1C-IT3	0	3	0	0	0	1	8	5	3	1	6	0	3	4	0	0	0	0	0	0
AP002784.2	5	5	7	3	10	1	91	58	59	58	79	56	68	69	90	57	55	71	47	83
AC009511.2	0	2	0	2	0	0	17	23	13	27	14	12	9	10	2	0	0	0	0	0
